country,year,health,economy,energy,education
Haiti,2010,32.5,52.5,382.0,0.313
Haiti,2011,61.6,51.9,389.0,0.32
Haiti,2012,62.5,51.4,397.0,0.327
Haiti,2013,63.1,51.1,394.0,0.333
Haiti,2014,63.6,50.9,394.0,0.34
Honduras,1971,59.3,67.1,496.0,0.127
Honduras,1972,60.1,66.8,493.0,0.127
Honduras,1973,58.7,66.4,497.0,0.127
Honduras,1974,55.9,66.0,490.0,0.127
Honduras,1975,62.2,65.5,488.0,0.139
Honduras,1976,62.3,65.1,493.0,0.139
Honduras,1977,63.0,64.7,506.0,0.139
Honduras,1978,63.7,64.2,503.0,0.139
Honduras,1979,65.1,63.8,504.0,0.139
Honduras,1980,65.7,63.4,509.0,0.192
Honduras,1981,65.9,62.9,490.0,0.192
Honduras,1982,66.1,62.5,515.0,0.192
Honduras,1983,66.5,62.1,490.0,0.192
Honduras,1984,66.8,61.6,486.0,0.192
Honduras,1985,67.1,61.2,467.0,0.247
Honduras,1986,67.4,60.8,466.0,0.247
Honduras,1987,67.9,60.4,477.0,0.247
Honduras,1988,68.3,59.6,485.0,0.247
Honduras,1989,68.6,57.8,491.0,0.247
Honduras,1990,68.9,56.1,480.0,0.285
Honduras,1991,69.2,54.8,471.0,0.233
Honduras,1992,69.1,53.9,477.0,0.24
Honduras,1993,69.0,53.5,474.0,0.247
Honduras,1994,69.5,54.3,479.0,0.253
Honduras,1995,69.2,54.5,495.0,0.26
Honduras,1996,69.4,55.3,483.0,0.26
Honduras,1997,69.7,55.3,512.0,0.267
Honduras,1998,63.5,55.3,535.0,0.273
Honduras,1999,70.1,55.2,457.0,0.28
Honduras,2000,70.4,55.8,455.0,0.287
Honduras,2001,70.7,55.9,478.0,0.293
Honduras,2002,71.0,56.5,484.0,0.3
Honduras,2003,71.2,57.3,513.0,0.307
Honduras,2004,71.4,57.8,540.0,0.307
Honduras,2005,71.7,57.8,551.0,0.313
Honduras,2006,71.9,57.3,523.0,0.32
Honduras,2007,72.2,55.9,601.0,0.333
Honduras,2008,72.5,54.6,583.0,0.34
Honduras,2009,72.7,54.4,547.0,0.347
Honduras,2010,72.8,54.4,549.0,0.36
Honduras,2011,73.1,53.9,597.0,0.373
Honduras,2012,71.7,53.7,593.0,0.367
Honduras,2013,72.1,53.0,591.0,0.387
Honduras,2014,72.1,51.7,598.0,0.413
Hungary,1971,69.2,20.5,1840.0,0.521
Hungary,1972,69.4,20.4,1880.0,0.521
Hungary,1973,69.4,20.3,2040.0,0.521
Hungary,1974,69.3,20.2,2100.0,0.521
Hungary,1975,69.3,20.1,2170.0,0.549
Hungary,1976,69.6,19.9,2310.0,0.549
Hungary,1977,69.7,19.8,2430.0,0.549
Hungary,1978,69.6,19.7,2670.0,0.549
Hungary,1979,69.4,19.6,2640.0,0.549
Hungary,1980,69.2,19.6,2650.0,0.579
Hungary,1981,69.2,19.6,2630.0,0.579
Hungary,1982,69.1,19.7,2630.0,0.579
Hungary,1983,69.1,19.8,2590.0,0.579
Hungary,1984,69.0,19.9,2700.0,0.579
Hungary,1985,69.1,20.2,2790.0,0.587
Hungary,1986,69.2,20.8,2790.0,0.587
Hungary,1987,69.5,21.8,2890.0,0.587
Hungary,1988,69.6,23.0,2860.0,0.587
Hungary,1989,69.6,24.3,2870.0,0.587
Hungary,1990,69.5,25.5,2770.0,0.579
Hungary,1991,69.5,26.5,2640.0,0.6
Hungary,1992,69.2,27.0,2420.0,0.62
Hungary,1993,69.2,27.3,2480.0,0.647
Hungary,1994,69.6,27.4,2410.0,0.667
Hungary,1995,70.0,27.3,2500.0,0.687
Hungary,1996,70.7,27.0,2570.0,0.687
Hungary,1997,71.0,27.0,2530.0,0.687
Hungary,1998,70.9,27.0,2500.0,0.687
Hungary,1999,71.0,27.0,2490.0,0.68
Hungary,2000,71.8,27.0,2450.0,0.68
Hungary,2001,72.4,27.9,2510.0,0.687
Hungary,2002,72.5,28.4,2520.0,0.687
Hungary,2003,72.6,29.4,2580.0,0.7
Hungary,2004,72.9,29.8,2580.0,0.707
Hungary,2005,72.9,30.3,2730.0,0.727
Hungary,2006,73.3,29.6,2710.0,0.74
Hungary,2007,73.5,29.0,2660.0,0.753
Hungary,2008,74.0,28.4,2640.0,0.767
Hungary,2009,74.2,28.5,2480.0,0.78
Hungary,2010,74.6,28.8,2570.0,0.793
Hungary,2011,74.9,29.6,2500.0,0.8
Hungary,2012,75.2,30.4,2370.0,0.813
Hungary,2013,75.7,30.6,2270.0,0.8
Hungary,2014,76.0,30.8,2310.0,0.787
Iceland,1971,73.8,25.8,4380.0,0.434
Iceland,1972,74.0,25.8,4400.0,0.434
Iceland,1973,74.3,25.8,5270.0,0.434
Iceland,1974,74.5,25.8,5130.0,0.434
Iceland,1975,75.0,25.8,5070.0,0.463
Iceland,1976,75.5,25.8,5090.0,0.463
Iceland,1977,75.8,25.8,5600.0,0.463
Iceland,1978,76.1,25.8,5710.0,0.463
Iceland,1979,76.3,25.8,6520.0,0.463
Iceland,1980,76.5,25.8,6560.0,0.498
Iceland,1981,76.7,25.8,7180.0,0.498
Iceland,1982,76.8,25.8,7080.0,0.498
Iceland,1983,76.8,25.8,7250.0,0.498
Iceland,1984,77.1,25.8,7530.0,0.498
Iceland,1985,77.2,25.8,7330.0,0.531
Iceland,1986,77.2,25.8,7610.0,0.531
Iceland,1987,77.3,25.8,7860.0,0.531
Iceland,1988,77.5,25.8,7880.0,0.531
Iceland,1989,77.7,25.8,7980.0,0.531
Iceland,1990,77.8,25.8,8910.0,0.564
Iceland,1991,78.0,25.8,8050.0,0.573
Iceland,1992,78.3,25.8,7760.0,0.573
Iceland,1993,78.5,25.8,8250.0,0.58
Iceland,1994,78.6,25.8,8290.0,0.587
Iceland,1995,78.3,25.8,8260.0,0.593
Iceland,1996,78.8,25.8,8850.0,0.6
Iceland,1997,79.0,25.8,8580.0,0.607
Iceland,1998,79.4,25.9,9040.0,0.613
Iceland,1999,79.8,26.2,10000.0,0.62
Iceland,2000,80.1,26.6,11100.0,0.627
Iceland,2001,80.4,26.8,10600.0,0.64
Iceland,2002,80.8,27.3,10800.0,0.647
Iceland,2003,81.1,27.8,10700.0,0.653
Iceland,2004,81.2,28.4,10500.0,0.66
Iceland,2005,81.4,28.7,10500.0,0.667
Iceland,2006,81.7,29.7,12700.0,0.68
Iceland,2007,81.9,29.8,14700.0,0.687
Iceland,2008,82.0,29.3,16400.0,0.693
Iceland,2009,82.1,28.6,16900.0,0.7
Iceland,2010,82.4,28.0,17000.0,0.707
Iceland,2011,82.6,26.8,18200.0,0.733
Iceland,2012,82.6,26.6,17600.0,0.767
Iceland,2013,82.7,26.9,18200.0,0.793
Iceland,2014,82.7,27.1,17900.0,0.813
India,1971,49.9,31.4,267.0,0.0827
India,1972,50.4,31.0,267.0,0.0827
India,1973,51.0,30.9,269.0,0.0827
India,1974,51.5,31.0,273.0,0.0827
India,1975,52.0,31.1,276.0,0.101
India,1976,52.6,31.1,280.0,0.101
India,1977,53.1,31.7,282.0,0.101
India,1978,53.8,32.0,279.0,0.101
India,1979,54.4,32.1,286.0,0.101
India,1980,55.0,32.0,286.0,0.125
India,1981,55.5,31.9,294.0,0.125
India,1982,56.0,31.9,298.0,0.125
India,1983,56.5,31.9,301.0,0.125
India,1984,56.9,32.0,306.0,0.125
India,1985,57.4,32.2,315.0,0.159
India,1986,57.8,32.4,319.0,0.159
India,1987,58.3,32.5,324.0,0.159
India,1988,58.7,32.6,334.0,0.159
India,1989,59.1,32.5,343.0,0.159
India,1990,59.6,32.4,350.0,0.197
India,1991,59.9,32.2,357.0,0.207
India,1992,60.2,31.9,363.0,0.213
India,1993,60.8,31.8,365.0,0.22
India,1994,61.3,31.8,371.0,0.227
India,1995,61.8,31.8,385.0,0.233
India,1996,62.1,32.0,389.0,0.247
India,1997,62.0,32.2,397.0,0.26
India,1998,62.1,32.4,399.0,0.267
India,1999,62.6,32.7,415.0,0.28
India,2000,62.9,32.9,417.0,0.293
India,2001,63.3,33.1,416.0,0.3
India,2002,63.9,33.3,421.0,0.307
India,2003,64.5,33.6,424.0,0.313
India,2004,65.2,33.8,440.0,0.313
India,2005,65.5,34.0,450.0,0.32
India,2006,65.8,34.2,466.0,0.327
India,2007,66.0,34.4,485.0,0.333
India,2008,66.2,34.6,502.0,0.347
India,2009,66.5,34.7,545.0,0.353
India,2010,66.7,34.9,562.0,0.36
India,2011,66.9,35.0,578.0,0.36
India,2012,67.3,35.1,599.0,0.373
India,2013,67.7,35.1,606.0,0.387
India,2014,68.1,35.1,637.0,0.407
Indonesia,1971,54.5,34.6,297.0,0.151
Indonesia,1972,55.0,34.4,301.0,0.151
Indonesia,1973,55.6,34.3,307.0,0.151
Indonesia,1974,56.3,34.1,310.0,0.151
Indonesia,1975,56.7,34.4,315.0,0.172
Indonesia,1976,57.2,35.1,321.0,0.172
Indonesia,1977,57.8,35.5,348.0,0.172
Indonesia,1978,58.3,35.4,364.0,0.172
Indonesia,1979,58.9,35.2,372.0,0.172
Indonesia,1980,59.5,34.6,378.0,0.206
Indonesia,1981,60.2,33.6,388.0,0.206
Indonesia,1982,60.7,33.0,389.0,0.206
Indonesia,1983,61.1,32.8,387.0,0.206
Indonesia,1984,61.6,32.6,394.0,0.206
Indonesia,1985,62.0,32.4,399.0,0.215
Indonesia,1986,62.4,32.2,431.0,0.215
Indonesia,1987,62.6,32.1,437.0,0.215
Indonesia,1988,63.1,32.0,440.0,0.215
Indonesia,1989,63.5,32.0,457.0,0.215
Indonesia,1990,63.9,32.1,544.0,0.219
Indonesia,1991,64.3,32.1,561.0,0.233
Indonesia,1992,64.8,32.3,575.0,0.247
Indonesia,1993,65.2,32.6,621.0,0.26
Indonesia,1994,65.6,33.0,612.0,0.267
Indonesia,1995,66.0,33.1,664.0,0.28
Indonesia,1996,66.4,32.9,678.0,0.313
Indonesia,1997,66.7,32.7,691.0,0.347
Indonesia,1998,66.9,31.8,666.0,0.38
Indonesia,1999,67.0,30.8,688.0,0.413
Indonesia,2000,67.3,30.5,736.0,0.447
Indonesia,2001,67.6,30.5,743.0,0.46
Indonesia,2002,67.8,30.6,760.0,0.467
Indonesia,2003,68.0,31.3,752.0,0.48
Indonesia,2004,66.5,32.2,791.0,0.487
Indonesia,2005,68.5,33.0,794.0,0.493
Indonesia,2006,68.7,33.8,802.0,0.527
Indonesia,2007,69.0,34.4,788.0,0.473
Indonesia,2008,69.2,35.2,793.0,0.473
Indonesia,2009,69.4,36.4,846.0,0.493
Indonesia,2010,69.7,37.3,877.0,0.493
Indonesia,2011,70.0,38.2,834.0,0.507
Indonesia,2012,70.3,39.0,853.0,0.507
Indonesia,2013,70.5,39.7,864.0,0.52
Indonesia,2014,70.8,39.4,884.0,0.52
Iran,1971,57.5,46.2,567.0,0.078
Iran,1972,59.1,45.5,541.0,0.078
Iran,1973,61.4,44.9,668.0,0.078
Iran,1974,63.2,44.2,772.0,0.078
Iran,1975,64.4,43.6,814.0,0.109
Iran,1976,65.5,43.0,898.0,0.109
Iran,1977,66.3,42.4,975.0,0.109
Iran,1978,64.8,41.8,914.0,0.109
Iran,1979,67.2,42.4,1000.0,0.109
Iran,1980,66.4,43.2,985.0,0.153
Iran,1981,64.8,44.1,1070.0,0.153
Iran,1982,65.4,45.1,1200.0,0.153
Iran,1983,66.1,46.9,981.0,0.153
Iran,1984,67.6,47.1,1100.0,0.153
Iran,1985,68.2,47.1,1140.0,0.214
Iran,1986,68.0,47.0,1100.0,0.214
Iran,1987,68.1,46.6,1080.0,0.214
Iran,1988,68.0,45.5,1060.0,0.214
Iran,1989,69.9,44.7,1210.0,0.214
Iran,1990,68.1,44.1,1230.0,0.281
Iran,1991,70.4,43.6,1330.0,0.293
Iran,1992,70.9,43.3,1380.0,0.307
Iran,1993,71.3,43.2,1460.0,0.32
Iran,1994,71.8,43.3,1600.0,0.34
Iran,1995,72.1,43.4,1650.0,0.353
Iran,1996,72.5,43.6,1570.0,0.367
Iran,1997,72.7,43.8,1730.0,0.373
Iran,1998,73.1,43.9,1740.0,0.387
Iran,1999,73.3,44.0,1950.0,0.4
Iran,2000,73.6,43.9,1870.0,0.413
Iran,2001,73.7,43.9,2010.0,0.427
Iran,2002,73.8,43.8,2050.0,0.433
Iran,2003,72.9,43.7,2090.0,0.447
Iran,2004,74.2,43.9,2260.0,0.46
Iran,2005,74.3,43.9,2480.0,0.467
Iran,2006,74.5,43.7,2560.0,0.607
Iran,2007,74.7,43.4,2680.0,0.593
Iran,2008,74.9,42.9,2840.0,0.573
Iran,2009,75.0,41.9,2800.0,0.587
Iran,2010,75.2,40.8,2770.0,0.6
Iran,2011,75.4,39.7,2790.0,0.613
Iran,2012,75.7,39.1,2870.0,0.633
Iran,2013,75.9,38.6,2890.0,0.653
Iran,2014,76.2,38.4,3060.0,0.653
Iraq,1971,61.4,32.3,392.0,0.0433
Iraq,1972,61.5,31.7,404.0,0.0433
Iraq,1973,61.7,31.2,425.0,0.0433
Iraq,1974,60.4,31.1,447.0,0.0433
Iraq,1975,60.9,30.9,521.0,0.068
Iraq,1976,62.9,30.7,625.0,0.068
Iraq,1977,63.4,30.5,625.0,0.068
Iraq,1978,63.9,30.3,691.0,0.068
Iraq,1979,64.4,30.1,799.0,0.068
Iraq,1980,61.0,29.9,712.0,0.107
Iraq,1981,56.8,29.7,685.0,0.107
Iraq,1982,57.2,29.5,691.0,0.107
Iraq,1983,57.5,29.4,811.0,0.107
Iraq,1984,59.9,29.2,836.0,0.107
Iraq,1985,60.0,29.0,946.0,0.151
Iraq,1986,60.2,28.8,1000.0,0.151
Iraq,1987,60.5,28.7,972.0,0.151
Iraq,1988,49.6,28.6,1150.0,0.151
Iraq,1989,65.8,28.6,1240.0,0.151
Iraq,1990,65.9,28.6,1150.0,0.213
Iraq,1991,62.7,28.6,892.0,0.227
Iraq,1992,65.6,28.6,1290.0,0.24
Iraq,1993,65.5,28.6,1630.0,0.253
Iraq,1994,65.5,28.6,1790.0,0.267
Iraq,1995,65.4,28.6,1670.0,0.28
Iraq,1996,65.4,28.6,1620.0,0.287
Iraq,1997,65.3,28.6,1870.0,0.3
Iraq,1998,66.1,28.6,1290.0,0.313
Iraq,1999,66.6,28.6,967.0,0.327
Iraq,2000,66.7,28.6,1100.0,0.333
Iraq,2001,67.6,28.6,1200.0,0.347
Iraq,2002,67.7,28.6,1110.0,0.36
Iraq,2003,68.4,28.6,989.0,0.367
Iraq,2004,69.0,28.6,992.0,0.38
Iraq,2005,69.5,28.6,982.0,0.387
Iraq,2006,68.7,28.6,909.0,0.393
Iraq,2007,69.2,28.7,909.0,0.407
Iraq,2008,71.6,28.8,968.0,0.413
Iraq,2009,72.7,29.0,1140.0,0.42
Iraq,2010,73.5,29.2,1260.0,0.427
Iraq,2011,74.5,29.3,1340.0,0.44
Iraq,2012,75.3,29.4,1440.0,0.44
Iraq,2013,75.2,29.5,1490.0,0.44
Iraq,2014,74.8,29.5,1440.0,0.44
Ireland,1971,71.3,34.0,2250.0,0.467
Ireland,1972,71.2,34.1,2190.0,0.467
Ireland,1973,71.2,34.4,2240.0,0.467
Ireland,1974,71.3,34.8,2270.0,0.467
Ireland,1975,71.6,35.2,2080.0,0.509
Ireland,1976,71.9,35.6,2110.0,0.509
Ireland,1977,72.1,35.9,2200.0,0.509
Ireland,1978,72.1,36.3,2180.0,0.509
Ireland,1979,72.3,36.5,2530.0,0.509
Ireland,1980,72.6,36.6,2410.0,0.56
Ireland,1981,72.9,36.7,2390.0,0.56
Ireland,1982,73.1,36.7,2360.0,0.56
Ireland,1983,73.3,36.6,2340.0,0.56
Ireland,1984,73.5,36.6,2350.0,0.56
Ireland,1985,73.8,36.7,2440.0,0.617
Ireland,1986,74.0,36.8,2500.0,0.617
Ireland,1987,74.3,36.8,2610.0,0.617
Ireland,1988,74.5,37.0,2590.0,0.617
Ireland,1989,74.6,36.8,2660.0,0.617
Ireland,1990,74.9,36.6,2820.0,0.649
Ireland,1991,75.1,36.3,2830.0,0.66
Ireland,1992,75.3,36.0,2780.0,0.667
Ireland,1993,75.4,35.4,2810.0,0.673
Ireland,1994,75.7,35.2,2940.0,0.687
Ireland,1995,75.6,35.0,2950.0,0.693
Ireland,1996,75.9,35.0,3120.0,0.7
Ireland,1997,76.0,35.0,3260.0,0.707
Ireland,1998,76.2,34.9,3420.0,0.713
Ireland,1999,76.3,34.7,3540.0,0.72
Ireland,2000,76.6,34.3,3630.0,0.72
Ireland,2001,77.2,33.9,3710.0,0.733
Ireland,2002,77.7,33.5,3660.0,0.747
Ireland,2003,78.2,33.4,3520.0,0.76
Ireland,2004,78.5,33.2,3560.0,0.773
Ireland,2005,79.0,33.0,3500.0,0.78
Ireland,2006,79.3,32.6,3420.0,0.787
Ireland,2007,79.6,32.4,3420.0,0.793
Ireland,2008,79.7,32.1,3290.0,0.8
Ireland,2009,79.8,32.1,3150.0,0.807
Ireland,2010,80.7,32.4,3150.0,0.813
Ireland,2011,80.8,32.9,2870.0,0.727
Ireland,2012,80.8,32.8,2850.0,0.753
Ireland,2013,81.1,32.7,2810.0,0.787
Ireland,2014,81.4,32.4,2740.0,0.82
Israel,1971,72.5,35.6,1870.0,0.551
Israel,1972,72.6,35.7,1760.0,0.551
Israel,1973,68.0,35.7,2370.0,0.551
Israel,1974,72.8,35.8,1730.0,0.551
Israel,1975,73.0,35.9,2030.0,0.605
Israel,1976,73.6,36.0,1830.0,0.605
Israel,1977,74.1,36.1,1790.0,0.605
Israel,1978,74.4,36.2,1850.0,0.605
Israel,1979,74.8,36.3,2010.0,0.605
Israel,1980,75.2,36.3,2020.0,0.662
Israel,1981,75.4,36.4,1840.0,0.662
Israel,1982,75.5,36.4,1960.0,0.662
Israel,1983,75.6,36.4,1790.0,0.662
Israel,1984,75.8,36.4,1830.0,0.662
Israel,1985,76.1,36.4,1790.0,0.694
Israel,1986,76.2,36.4,2100.0,0.694
Israel,1987,76.4,36.3,2280.0,0.694
Israel,1988,76.7,36.2,2450.0,0.694
Israel,1989,77.2,36.0,2490.0,0.694
Israel,1990,77.4,35.8,2460.0,0.735
Israel,1991,77.1,35.8,2320.0,0.733
Israel,1992,76.9,35.9,2580.0,0.74
Israel,1993,77.4,36.2,2630.0,0.753
Israel,1994,77.6,36.5,2740.0,0.76
Israel,1995,77.7,37.1,2800.0,0.773
Israel,1996,77.9,37.5,2800.0,0.78
Israel,1997,78.1,37.9,2880.0,0.787
Israel,1998,78.2,38.2,2890.0,0.787
Israel,1999,78.5,38.5,2740.0,0.793
Israel,2000,78.7,38.8,2900.0,0.8
Israel,2001,78.9,39.2,2970.0,0.807
Israel,2002,78.7,39.7,2860.0,0.807
Israel,2003,79.4,40.3,2950.0,0.813
Israel,2004,79.8,40.8,2820.0,0.813
Israel,2005,80.1,41.0,2660.0,0.82
Israel,2006,80.3,41.3,2880.0,0.807
Israel,2007,80.6,41.5,2900.0,0.833
Israel,2008,80.9,41.7,3130.0,0.84
Israel,2009,81.3,41.8,2870.0,0.84
Israel,2010,81.8,41.9,3040.0,0.84
Israel,2011,81.9,41.9,2980.0,0.847
Israel,2012,82.2,41.7,3070.0,0.853
Israel,2013,82.4,41.5,2870.0,0.853
Israel,2014,81.9,41.4,2760.0,0.86
Italy,1971,71.9,40.2,1950.0,0.345
Italy,1972,72.1,40.1,2050.0,0.345
Italy,1973,72.3,39.5,2180.0,0.345
Italy,1974,72.7,38.5,2210.0,0.345
Italy,1975,72.9,37.8,2110.0,0.379
Italy,1976,73.2,36.4,2260.0,0.379
Italy,1977,73.5,35.4,2200.0,0.379
Italy,1978,73.8,34.9,2250.0,0.379
Italy,1979,74.1,34.2,2340.0,0.379
Italy,1980,74.2,33.1,2320.0,0.413
Italy,1981,74.6,32.5,2270.0,0.413
Italy,1982,74.9,31.9,2210.0,0.413
Italy,1983,75.1,31.7,2200.0,0.413
Italy,1984,75.5,31.5,2250.0,0.413
Italy,1985,75.7,32.1,2280.0,0.446
Italy,1986,76.0,32.2,2310.0,0.446
Italy,1987,76.3,31.8,2410.0,0.446
Italy,1988,76.6,31.4,2460.0,0.446
Italy,1989,76.9,31.0,2570.0,0.446
Italy,1990,77.1,30.8,2580.0,0.486
Italy,1991,77.1,31.1,2650.0,0.493
Italy,1992,77.4,31.8,2630.0,0.5
Italy,1993,77.7,32.6,2610.0,0.513
Italy,1994,77.8,33.4,2580.0,0.52
Italy,1995,78.1,33.9,2800.0,0.527
Italy,1996,78.4,34.1,2800.0,0.54
Italy,1997,78.7,34.2,2830.0,0.547
Italy,1998,78.8,34.2,2910.0,0.553
Italy,1999,79.2,34.2,2960.0,0.56
Italy,2000,79.6,34.2,3010.0,0.573
Italy,2001,79.8,34.3,3020.0,0.58
Italy,2002,80.1,34.3,3040.0,0.587
Italy,2003,80.1,34.3,3170.0,0.593
Italy,2004,80.7,34.2,3170.0,0.607
Italy,2005,80.9,33.9,3210.0,0.613
Italy,2006,81.2,33.7,3180.0,0.62
Italy,2007,81.4,33.6,3150.0,0.627
Italy,2008,81.5,33.8,3090.0,0.633
Italy,2009,81.7,34.1,2870.0,0.64
Italy,2010,82.0,34.5,2930.0,0.647
Italy,2011,82.1,34.7,2830.0,0.653
Italy,2012,82.2,34.9,2710.0,0.66
Italy,2013,82.5,35.0,2580.0,0.687
Italy,2014,82.7,35.1,2410.0,0.673
Jamaica,1971,69.8,35.1,1060.0,0.295
Jamaica,1972,70.4,34.9,1330.0,0.295
Jamaica,1973,70.9,34.9,1480.0,0.295
Jamaica,1974,71.2,34.9,1370.0,0.295
Jamaica,1975,71.5,35.0,1320.0,0.316
Jamaica,1976,71.8,35.0,1180.0,0.316
Jamaica,1977,71.9,35.0,1140.0,0.316
Jamaica,1978,72.2,35.0,1170.0,0.316
Jamaica,1979,72.3,35.2,1200.0,0.316
Jamaica,1980,72.2,35.6,1050.0,0.351
Jamaica,1981,72.6,36.2,1060.0,0.351
Jamaica,1982,72.8,37.0,1020.0,0.351
Jamaica,1983,73.0,38.0,881.0,0.351
Jamaica,1984,73.1,39.1,870.0,0.351
Jamaica,1985,73.3,40.1,738.0,0.389
Jamaica,1986,73.5,41.1,743.0,0.389
Jamaica,1987,74.0,41.7,757.0,0.389
Jamaica,1988,74.4,41.9,768.0,0.389
Jamaica,1989,74.8,41.6,957.0,0.389
Jamaica,1990,75.0,40.6,1150.0,0.431
Jamaica,1991,75.3,39.1,1150.0,0.393
Jamaica,1992,74.8,38.2,1200.0,0.407
Jamaica,1993,74.7,37.7,1190.0,0.413
Jamaica,1994,74.4,37.9,1200.0,0.427
Jamaica,1995,74.2,38.7,1260.0,0.44
Jamaica,1996,74.1,40.2,1320.0,0.447
Jamaica,1997,74.0,41.6,1310.0,0.46
Jamaica,1998,73.9,42.9,1340.0,0.467
Jamaica,1999,73.7,44.2,1370.0,0.48
Jamaica,2000,74.0,45.5,1440.0,0.487
Jamaica,2001,74.2,46.3,1430.0,0.5
Jamaica,2002,75.0,46.6,1320.0,0.513
Jamaica,2003,75.9,46.6,1370.0,0.52
Jamaica,2004,76.5,46.3,1380.0,0.533
Jamaica,2005,77.2,45.7,1360.0,0.54
Jamaica,2006,77.3,45.5,1510.0,0.553
Jamaica,2007,76.4,45.5,1510.0,0.56
Jamaica,2008,75.6,45.5,1270.0,0.573
Jamaica,2009,75.0,45.5,1080.0,0.587
Jamaica,2010,75.8,45.5,951.0,0.593
Jamaica,2011,75.7,45.5,1010.0,0.6
Jamaica,2012,75.3,45.5,974.0,0.613
Jamaica,2013,74.7,45.5,1010.0,0.627
Jamaica,2014,74.5,45.5,977.0,0.64
Japan,1971,73.1,29.0,2530.0,0.472
Japan,1972,73.5,29.2,2670.0,0.472
Japan,1973,73.8,29.7,2960.0,0.472
Japan,1974,74.2,30.2,2920.0,0.472
Japan,1975,74.7,30.6,2730.0,0.527
Japan,1976,75.2,30.9,2880.0,0.527
Japan,1977,75.6,30.8,2900.0,0.527
Japan,1978,76.0,30.3,2900.0,0.527
Japan,1979,76.3,29.8,3040.0,0.527
Japan,1980,76.6,29.2,2950.0,0.581
Japan,1981,76.9,28.7,2860.0,0.581
Japan,1982,77.2,28.3,2840.0,0.581
Japan,1983,77.5,28.3,2820.0,0.581
Japan,1984,77.8,28.4,3020.0,0.581
Japan,1985,78.1,28.7,3010.0,0.617
Japan,1986,78.4,29.2,3020.0,0.617
Japan,1987,78.7,29.6,3040.0,0.617
Japan,1988,78.9,29.9,3240.0,0.617
Japan,1989,79.1,30.1,3350.0,0.617
Japan,1990,79.3,30.4,3550.0,0.641
Japan,1991,79.4,30.3,3580.0,0.647
Japan,1992,79.5,30.4,3650.0,0.653
Japan,1993,79.7,30.5,3660.0,0.667
Japan,1994,80.1,30.4,3850.0,0.673
Japan,1995,80.0,30.4,3940.0,0.68
Japan,1996,80.5,30.6,4010.0,0.687
Japan,1997,80.8,30.5,4040.0,0.693
Japan,1998,80.8,30.5,3960.0,0.7
Japan,1999,81.0,30.7,4010.0,0.707
Japan,2000,81.4,31.1,4080.0,0.713
Japan,2001,81.7,31.3,4010.0,0.72
Japan,2002,82.0,31.6,3990.0,0.727
Japan,2003,82.1,32.0,3950.0,0.733
Japan,2004,82.3,32.0,4080.0,0.74
Japan,2005,82.3,31.9,4060.0,0.747
Japan,2006,82.6,32.0,4050.0,0.747
Japan,2007,82.8,32.0,4010.0,0.753
Japan,2008,82.9,31.9,3860.0,0.76
Japan,2009,83.1,32.1,3680.0,0.76
Japan,2010,83.1,32.1,3890.0,0.767
Japan,2011,82.9,32.1,3610.0,0.787
Japan,2012,83.4,32.1,3540.0,0.8
Japan,2013,83.6,32.1,3570.0,0.813
Japan,2014,83.8,32.1,3470.0,0.833
Jordan,1971,62.1,36.9,272.0,0.15
Jordan,1972,62.8,36.9,286.0,0.15
Jordan,1973,63.3,36.9,315.0,0.15
Jordan,1974,63.7,36.9,323.0,0.15
Jordan,1975,64.0,36.9,365.0,0.185
Jordan,1976,64.4,36.9,456.0,0.185
Jordan,1977,64.9,36.9,454.0,0.185
Jordan,1978,65.2,36.3,543.0,0.185
Jordan,1979,65.6,35.8,542.0,0.185
Jordan,1980,66.1,35.4,640.0,0.204
Jordan,1981,66.5,35.0,769.0,0.204
Jordan,1982,66.8,34.7,841.0,0.204
Jordan,1983,67.3,35.1,876.0,0.204
Jordan,1984,68.0,35.4,925.0,0.204
Jordan,1985,68.5,35.7,903.0,0.271
Jordan,1986,69.0,36.2,931.0,0.271
Jordan,1987,69.6,36.9,951.0,0.271
Jordan,1988,70.2,37.8,906.0,0.271
Jordan,1989,70.7,39.0,874.0,0.271
Jordan,1990,71.0,40.4,918.0,0.35
Jordan,1991,71.2,41.3,900.0,0.393
Jordan,1992,71.5,41.7,956.0,0.453
Jordan,1993,71.4,41.4,896.0,0.507
Jordan,1994,71.5,40.6,915.0,0.567
Jordan,1995,71.6,39.2,937.0,0.62
Jordan,1996,71.7,38.1,933.0,0.62
Jordan,1997,71.9,37.3,930.0,0.627
Jordan,1998,72.1,36.8,943.0,0.627
Jordan,1999,72.4,36.6,924.0,0.633
Jordan,2000,72.8,36.7,950.0,0.633
Jordan,2001,73.1,36.8,923.0,0.64
Jordan,2002,73.4,36.7,952.0,0.64
Jordan,2003,74.0,36.4,952.0,0.647
Jordan,2004,74.4,36.0,1110.0,0.647
Jordan,2005,74.6,35.4,1160.0,0.647
Jordan,2006,75.0,34.7,1140.0,0.653
Jordan,2007,75.8,33.9,1150.0,0.653
Jordan,2008,76.6,33.5,1080.0,0.653
Jordan,2009,77.2,33.3,1080.0,0.66
Jordan,2010,77.6,33.2,978.0,0.653
Jordan,2011,78.0,33.3,922.0,0.66
Jordan,2012,78.4,33.6,970.0,0.66
Jordan,2013,78.7,33.7,907.0,0.66
